16.8814	1.04356	0.646869	11.3852	-0.151591	0.112631	0.00589	
17.5087	1.05005	0.640954	11.3809	-0.151632	0.112747	0.006689	
18.8059	1.04208	0.643043	11.3931	-0.153082	0.113051	0.007189	
19.648	1.04909	0.648774	11.38	-0.154398	0.113756	0.006503	
20.5021	1.04386	0.645328	11.3822	-0.155791	0.11366	0.006598	
21.7921	1.04188	0.63382	11.3839	-0.156572	0.113729	0.006197	
22.6405	1.04659	0.639412	11.3922	-0.155951	0.113536	0.006116	
23.5034	1.04624	0.640951	11.3946	-0.154568	0.113738	0.006313	
24.8022	1.03066	0.641202	11.3804	-0.152446	0.11328	0.006382	
25.6556	1.01757	0.635213	11.3938	-0.151783	0.112351	0.0064	
26.5023	1.03862	0.649229	11.3642	-0.15219	0.111958	0.006147	
27.8089	1.00794	0.639891	11.381	-0.153863	0.112011	0.006452	
28.6752	1.00208	0.626224	11.4096	-0.155281	0.111828	0.005921	
29.5089	1.00069	0.623986	11.3978	-0.156223	0.111443	0.00546	
30.7893	0.991086	0.647868	11.3688	-0.155245	0.111376	0.004874	
31.668	0.995559	0.660156	11.3946	-0.153595	0.111625	0.00474	
32.5171	0.980046	0.641786	11.4084	-0.152692	0.11113	0.004935	
33.7925	0.996174	0.662156	11.3716	-0.151679	0.111345	0.005427	
34.6493	1.00932	0.650905	11.3879	-0.152418	0.11125	0.005925	
35.5244	0.98979	0.670098	11.3979	-0.153413	0.111949	0.005332	
36.8634	1.00435	0.684406	11.3752	-0.156256	0.111512	0.005106	
37.6668	1.00731	0.666251	11.386	-0.157611	0.111818	0.0051	
38.5265	0.98712	0.680117	11.4213	-0.15802	0.112337	0.004929	
39.8039	1.01573	0.694973	11.3955	-0.156921	0.113142	0.004984	
40.6718	0.991373	0.709369	11.3942	-0.155953	0.112769	0.005066	
41.5325	1.00618	0.715409	11.4038	-0.154995	0.112336	0.004939	
42.8361	1.03897	0.7022	11.4019	-0.154573	0.111898	0.005589	
43.7083	1.00542	0.708438	11.3988	-0.155143	0.111955	0.005672	
44.5071	0.985977	0.714318	11.3952	-0.156088	0.111776	0.005635	
45.8213	1.03012	0.665569	11.3926	-0.157632	0.111856	0.004873	
46.6532	1.01038	0.665249	11.3923	-0.157671	0.112274	0.00447	
51.1885	1.0109	0.70132	11.3825	-0.152847	0.111855	0.005145	
51.3833	1.04644	0.690647	11.3718	-0.153314	0.111719	0.005188	
53.0501	1.00462	0.676733	11.3666	-0.15551	0.11151	0.005672	
53.5205	1.0003	0.6556	11.3701	-0.156698	0.112066	0.005453	
54.4039	0.990294	0.659201	11.3666	-0.157577	0.112178	0.005557	
55.6861	0.993425	0.683699	11.3843	-0.157052	0.11196	0.004657	
56.5231	0.984369	0.647136	11.3824	-0.156228	0.111799	0.004505	
57.3801	1.01752	0.65162	11.3824	-0.154546	0.111863	0.005054	
58.7216	1.01567	0.674222	11.3849	-0.152675	0.111611	0.006361	
59.5293	1.00851	0.662572	11.3671	-0.152316	0.11162	0.006396	
60.3871	1.01523	0.644587	11.3733	-0.153131	0.111638	0.005984	
61.6852	1.00138	0.634145	11.3826	-0.154122	0.111684	0.005921	
62.5395	0.994717	0.612294	11.3852	-0.154608	0.112281	0.005486	
63.4173	0.9749	0.617686	11.3755	-0.154615	0.1127	0.00499	
64.6836	1.00165	0.60317	11.3867	-0.153397	0.112396	0.005932	
65.527	1.01231	0.597593	11.3726	-0.152276	0.112134	0.006784	
66.3898	1.02615	0.599918	11.3631	-0.151171	0.112699	0.006388	
67.697	1.03063	0.626776	11.4004	-0.15097	0.112628	0.00666	
68.6147	1.02191	0.626846	11.3756	-0.151839	0.112712	0.006972	
69.382	1.02061	0.618686	11.3717	-0.153397	0.112927	0.007014	
70.7378	1.01521	0.619618	11.4115	-0.15546	0.113713	0.006546	
71.578	1.01859	0.625231	11.4028	-0.156254	0.113476	0.00648	
72.4224	1.00584	0.618343	11.3925	-0.155849	0.11312	0.006604	
73.7047	1.0468	0.632858	11.404	-0.153697	0.113309	0.006187	
74.5446	1.05293	0.636137	11.3841	-0.152319	0.112989	0.006669	
75.4343	1.03851	0.637534	11.3858	-0.151636	0.112623	0.006602	
76.7717	1.04522	0.646608	11.403	-0.152148	0.112535	0.006788	
77.5656	1.02464	0.645925	11.3716	-0.153295	0.11302	0.006416	
78.4254	1.02879	0.630351	11.3945	-0.15469	0.112655	0.006218	
81.5014	1.00901	0.625943	11.42	-0.155782	0.112144	0.005511	
81.9005	1.02234	0.639304	11.3998	-0.153879	0.111893	0.005397	
82.7104	1.01532	0.647829	11.4089	-0.152796	0.111159	0.005578	
84.0461	1.01649	0.656527	11.3513	-0.152145	0.111258	0.005596	
84.8768	1.00639	0.676747	11.3837	-0.153151	0.11124	0.005548	
85.7174	0.995447	0.671821	11.4131	-0.154518	0.111551	0.005144	
87.0382	1.00351	0.676994	11.3648	-0.15743	0.111592	0.005178	
87.8411	1.01791	0.66649	11.3797	-0.158463	0.111791	0.004547	
88.7055	1.00318	0.680857	11.4032	-0.158436	0.112141	0.004659	
90.0619	0.994098	0.688818	11.3927	-0.156928	0.112061	0.004704	
90.9003	1.04431	0.692214	11.3715	-0.155743	0.112013	0.004903	
91.7291	1.03669	0.706182	11.3883	-0.154629	0.111957	0.005002	
93.064	1.01838	0.702455	11.4037	-0.154288	0.11207	0.004682	
