71018.3 89.9192	390.031	311.516	-0.051594	-0.772516	0.631188	0.046462	90.0168	389.909	311.491	0.0546688	0.77084	-0.632949	-0.0468235	-1.06274	0.0179734	2.18098	-0.0218896	0.00261664	0.0293088	-0.53238	0.984461	-2.15263	0.00896342	0.0036742	-0.00640342	1.1767	-0.472316	-0.15855	91.0958	389.559	311.357	-0.051594	-0.772516	0.631188	0.046462	
71020.3 89.9192	390.031	311.52	-0.051491	-0.772572	0.631128	0.04646	90.0528	389.891	311.498	0.0544899	0.770943	-0.632837	-0.046852	-1.02717	0.595378	2.2433	-0.0343426	-0.00446633	0.0269142	-1.09461	0.8371	-2.13144	0.00587786	0.00498098	-0.0065437	1.18845	-0.462354	-0.171637	91.1076	389.569	311.348	-0.051491	-0.772572	0.631128	0.04646	
71022.3 89.9192	390.031	311.523	-0.051388	-0.772628	0.631069	0.046458	90.0528	389.891	311.498	0.0544899	0.770943	-0.632837	-0.046852	-1.07059	1.10143	2.18556	-0.0743574	-0.0156345	-0.0010528	-1.58612	0.783403	-2.00163	0.00211784	0.00604969	-0.00656938	1.19269	-0.450255	-0.184776	91.1118	389.581	311.338	-0.051388	-0.772628	0.631069	0.046458	
71024.3 89.9192	390.031	311.527	-0.051285	-0.772683	0.631009	0.046456	90.1185	389.868	311.502	0.0542864	0.771053	-0.632721	-0.0468392	-1.02201	1.27796	1.88126	-0.119049	-0.0283068	-0.00539574	-1.70478	0.709215	-1.67557	-0.00150351	0.00686315	-0.00637255	1.18968	-0.436529	-0.197521	91.1088	389.595	311.329	-0.051285	-0.772683	0.631009	0.046456	
71026.3 89.9192	390.031	311.531	-0.051182	-0.772739	0.630949	0.046454	90.1185	389.868	311.502	0.0542864	0.771053	-0.632721	-0.0468392	-0.962072	1.36922	1.90252	-0.134438	-0.0298815	-0.00593174	-1.78468	0.632252	-1.68378	-0.00492252	0.00744134	-0.00622056	1.17983	-0.421646	-0.209962	91.099	389.609	311.321	-0.051182	-0.772739	0.630949	0.046454	
71028.3 89.9192	390.031	311.534	-0.051078	-0.772794	0.63089	0.046452	90.1999	389.835	311.503	0.0540843	0.771169	-0.632601	-0.0467927	-0.66913	1.30262	1.96265	-0.133757	-0.0222131	-0.001374	-1.67094	0.3563	-1.7543	-0.00777216	0.0074098	-0.00614597	1.16429	-0.406826	-0.222254	91.0834	389.624	311.312	-0.051078	-0.772794	0.63089	0.046452	
71030.3 89.9192	390.031	311.538	-0.050975	-0.77285	0.63083	0.04645	90.1999	389.835	311.503	0.0540843	0.771169	-0.632601	-0.0467927	-0.417594	1.08986	1.83347	-0.125406	0.00179866	-0.012607	-1.39717	0.153962	-1.65772	-0.00978927	0.00697675	-0.00602193	1.14471	-0.392873	-0.234298	91.0639	389.638	311.304	-0.050975	-0.77285	0.63083	0.04645	
71032.3 89.9192	390.031	311.542	-0.050872	-0.772906	0.630771	0.046448	90.2774	389.808	311.501	0.0538777	0.77128	-0.632486	-0.0467576	-0.507644	0.729676	1.91106	-0.1077	0.0248439	-0.00537573	-1.07558	0.310402	-1.78579	-0.0109615	0.00689988	-0.00600807	1.12279	-0.379073	-0.246314	91.0419	389.652	311.295	-0.050872	-0.772906	0.630771	0.046448	
71034.3 89.9192	390.031	311.545	-0.050769	-0.772961	0.630711	0.046446	90.2774	389.808	311.501	0.0538777	0.77128	-0.632486	-0.0467576	-0.597404	0.490248	1.89658	-0.0934363	0.0283437	0.0247433	-0.858714	0.445254	-1.80516	-0.0115828	0.0071004	-0.0060099	1.09962	-0.364872	-0.258334	91.0188	389.666	311.287	-0.050769	-0.772961	0.630711	0.046446	
71036.3 89.9192	390.031	311.549	-0.050666	-0.773017	0.630651	0.046445	90.3554	389.784	311.493	0.0536655	0.771386	-0.632376	-0.0467294	-0.74818	0.239662	1.99832	-0.0733953	0.0222696	0.0324613	-0.658832	0.639741	-1.94091	-0.0117422	0.00766984	-0.00610186	1.07614	-0.349533	-0.270538	90.9953	389.682	311.279	-0.050666	-0.773017	0.630651	0.046445	
71038.3 89.9192	390.031	311.553	-0.050563	-0.773072	0.630592	0.046443	90.3554	389.784	311.493	0.0536655	0.771386	-0.632376	-0.0467294	-0.640442	0.144835	2.04594	-0.0667278	0.0157367	0.0207803	-0.55236	0.551399	-2.00196	-0.0116727	0.00800565	-0.00621613	1.05279	-0.333521	-0.28297	90.9719	389.698	311.27	-0.050563	-0.773072	0.630592	0.046443	
71040.3 89.9192	390.031	311.556	-0.05046	-0.773128	0.630532	0.046441	90.4411	389.756	311.481	0.0534556	0.7715	-0.632258	-0.0466843	-0.526141	-0.0819545	2.17808	-0.0652306	0.00388851	0.00862777	-0.327777	0.480806	-2.1654	-0.011161	0.0081667	-0.00641651	1.03047	-0.317188	-0.295803	90.9496	389.714	311.261	-0.05046	-0.773128	0.630532	0.046441	
71042.3 89.9192	390.031	311.56	-0.050356	-0.773183	0.630472	0.046439	90.4411	389.756	311.481	0.0534556	0.7715	-0.632258	-0.0466843	-0.537839	-0.291471	2.28585	-0.0571519	-0.00394106	0.0228118	-0.141766	0.53056	-2.30168	-0.0103284	0.00841115	-0.00666766	1.00981	-0.300366	-0.309138	90.929	389.731	311.251	-0.050356	-0.773183	0.630472	0.046439	
71044.3 89.9192	390.031	311.564	-0.050253	-0.773239	0.630412	0.046437	90.5255	389.731	311.468	0.053241	0.771617	-0.632137	-0.0466442	-0.529472	-0.3841	2.22091	-0.0511178	-0.00518764	0.0342639	-0.0405806	0.542592	-2.25039	-0.00937672	0.00865522	-0.00683439	0.991061	-0.283055	-0.322807	90.9102	389.748	311.241	-0.050253	-0.773239	0.630412	0.046437	
71046.3 89.9192	390.031	311.568	-0.05015	-0.773294	0.630353	0.046435	90.5255	389.731	311.468	0.053241	0.771617	-0.632137	-0.0466442	-0.497848	-0.33169	2.15302	-0.0567134	-0.00834352	0.0208679	-0.0757793	0.502932	-2.17593	-0.00859061	0.00879556	-0.00691813	0.97388	-0.265464	-0.336643	90.893	389.766	311.231	-0.05015	-0.773294	0.630353	0.046435	
71048.3 89.9192	390.031	311.571	-0.050047	-0.77335	0.630293	0.046433	90.6047	389.703	311.452	0.053043	0.771728	-0.632021	-0.0466041	-0.409443	-0.313708	1.98063	-0.0703544	-0.0124879	0.00400779	-0.051358	0.41728	-2.00305	-0.00783426	0.00875057	-0.00686987	0.958212	-0.247963	-0.350383	90.8774	389.783	311.221	-0.050047	-0.77335	0.630293	0.046433	
71050.3 89.9192	390.031	311.575	-0.049944	-0.773405	0.630233	0.046431	90.6047	389.703	311.452	0.053043	0.771728	-0.632021	-0.0466041	-0.331429	-0.314257	1.99518	-0.0709542	-0.00923476	0.00576179	-0.0374976	0.340566	-2.01791	-0.00712583	0.00855664	-0.00684117	0.94396	-0.23085	-0.364066	90.8631	389.8	311.211	-0.049944	-0.773405	0.630233	0.046431	
71052.3 89.9192	390.031	311.579	-0.049841	-0.773461	0.630174	0.046429	90.6782	389.684	311.44	0.0528347	0.771842	-0.631902	-0.0465729	-0.302333	-0.419926	1.97741	-0.0656327	-0.000459857	0.0306853	0.0737741	0.33374	-2.01521	-0.0062657	0.00836846	-0.00681641	0.931429	-0.214113	-0.377698	90.8506	389.817	311.201	-0.049841	-0.773461	0.630174	0.046429	
71054.3 89.9192	390.031	311.582	-0.049737	-0.773516	0.630114	0.046427	90.6782	389.684	311.44	0.0528347	0.771842	-0.631902	-0.0465729	-0.377831	-0.491249	1.78972	-0.0792129	-0.00129989	0.0230023	0.154144	0.425984	-1.83901	-0.00533084	0.00838358	-0.00667913	0.920767	-0.197346	-0.391057	90.8399	389.834	311.191	-0.049737	-0.773516	0.630114	0.046427	
71056.3 89.9192	390.031	311.586	-0.049634	-0.773572	0.630054	0.046425	90.7426	389.665	311.424	0.052635	0.771956	-0.631781	-0.0465426	-0.220712	-0.700124	1.55095	-0.0903901	-0.0119987	0.0208978	0.42132	0.318882	-1.63252	-0.00395512	0.00818299	-0.00643165	0.912857	-0.18098	-0.40392	90.832	389.85	311.182	-0.049634	-0.773572	0.630054	0.046425	
71058.3 89.9192	390.031	311.59	-0.049531	-0.773627	0.629994	0.046423	90.7426	389.665	311.424	0.052635	0.771956	-0.631781	-0.0465426	-0.278853	-0.760103	1.58749	-0.0771141	-0.0143416	0.0290608	0.462999	0.386823	-1.6768	-0.00263361	0.00813833	-0.00626319	0.907589	-0.164703	-0.416446	90.8267	389.866	311.173	-0.049531	-0.773627	0.629994	0.046423	
71060.3 89.9192	390.031	311.593	-0.049428	-0.773683	0.629934	0.046421	90.796	389.654	311.409	0.0524323	0.772066	-0.631665	-0.0465174	-0.239297	-0.787941	1.57099	-0.0719988	-0.00940499	0.0377957	0.500487	0.354532	-1.66432	-0.00136927	0.00803357	-0.00612009	0.904851	-0.148636	-0.428686	90.824	389.882	311.165	-0.049428	-0.773683	0.629934	0.046421	
71062.3 89.9192	390.031	311.597	-0.049325	-0.773738	0.629875	0.046419	90.796	389.654	311.409	0.0524323	0.772066	-0.631665	-0.0465174	-0.175444	-0.907638	1.40538	-0.0819446	-0.00580592	0.0364117	0.652141	0.319137	-1.51741	7.19372e-05	0.00786848	-0.00590768	0.904995	-0.132899	-0.440502	90.8241	389.898	311.157	-0.049325	-0.773738	0.629875	0.046419	
71064.3 89.9192	390.031	311.601	-0.049222	-0.773793	0.629815	0.046417	90.8428	389.647	311.395	0.052227	0.772175	-0.631551	-0.0464947	-0.0466036	-0.871254	1.31099	-0.0870047	0.00548273	0.034292	0.65569	0.188421	-1.41934	0.00137612	0.00745848	-0.00567237	0.907747	-0.117982	-0.451847	90.8269	389.913	311.149	-0.049222	-0.773793	0.629815	0.046417	
71066.3 89.9192	390.031	311.604	-0.049118	-0.773849	0.629755	0.046415	90.8428	389.647	311.395	0.052227	0.772175	-0.631551	-0.0464947	-0.0558314	-0.836031	1.16228	-0.0820343	0.0175762	0.035352	0.640168	0.193794	-1.26712	0.00251885	0.00710022	-0.00538264	0.912785	-0.103781	-0.462612	90.8319	389.927	311.142	-0.049118	-0.773849	0.629755	0.046415	
71068.3 89.9192	390.031	311.608	-0.049015	-0.773904	0.629695	0.046413	90.8889	389.647	311.378	0.0520082	0.77228	-0.631443	-0.0464724	-0.0346669	-0.855086	1.15349	-0.0794737	0.0254307	0.0281484	0.664401	0.177597	-1.26093	0.00359576	0.00674539	-0.00514674	0.919976	-0.0902906	-0.472905	90.8391	389.941	311.135	-0.049015	-0.773904	0.629695	0.046413	
71070.3 89.9192	390.031	311.612	-0.048912	-0.773959	0.629635	0.046411	90.8889	389.647	311.378	0.0520082	0.77228	-0.631443	-0.0464724	-0.051477	-0.680138	1.02306	-0.0755754	0.0316438	0.0375134	0.509216	0.162404	-1.10735	0.00425462	0.00639566	-0.00485562	0.928485	-0.0774993	-0.482617	90.8476	389.954	311.129	-0.048912	-0.773959	0.629635	0.046411	
71072.3 89.9192	390.031	311.615	-0.048809	-0.774015	0.629575	0.046409	90.9221	389.652	311.364	0.051798	0.772378	-0.631339	-0.0464663	-0.0638884	-0.58035	0.933292	-0.0846107	0.0358917	0.0425484	0.422488	0.157289	-1.00433	0.00467413	0.00607067	-0.00455405	0.937834	-0.0653579	-0.491725	90.857	389.966	311.124	-0.048809	-0.774015	0.629575	0.046409	
71074.3 89.9192	390.031	311.619	-0.048706	-0.77407	0.629516	0.046407	90.9221	389.652	311.364	0.051798	0.772378	-0.631339	-0.0464663	-0.047896	-0.531712	0.789287	-0.0947683	0.041778	0.0356384	0.398216	0.135085	-0.855079	0.00500315	0.00573377	-0.0042133	0.94784	-0.0538904	-0.500151	90.867	389.977	311.119	-0.048706	-0.77407	0.629516	0.046407	
